date,year,quarter,url,status
2003-05-26,2003,2,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr2/log20030526.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-06-06,2003,2,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr2/log20030606.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-06-07,2003,2,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr2/log20030607.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-06-08,2003,2,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr2/log20030608.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-06-09,2003,2,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr2/log20030609.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-06-10,2003,2,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr2/log20030610.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-06-11,2003,2,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr2/log20030611.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-06-12,2003,2,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr2/log20030612.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-06-13,2003,2,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr2/log20030613.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-06-14,2003,2,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr2/log20030614.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-06-15,2003,2,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr2/log20030615.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-06-16,2003,2,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr2/log20030616.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-06-17,2003,2,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr2/log20030617.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-06-18,2003,2,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr2/log20030618.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-06-19,2003,2,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr2/log20030619.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-06-20,2003,2,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr2/log20030620.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-06-21,2003,2,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr2/log20030621.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-08-10,2003,3,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr3/log20030810.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-08-11,2003,3,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr3/log20030811.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-08-12,2003,3,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr3/log20030812.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-08-13,2003,3,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr3/log20030813.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-08-14,2003,3,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr3/log20030814.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-08-15,2003,3,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr3/log20030815.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-08-16,2003,3,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr3/log20030816.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-08-17,2003,3,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr3/log20030817.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-08-18,2003,3,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr3/log20030818.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-08-19,2003,3,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr3/log20030819.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-08-20,2003,3,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr3/log20030820.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-08-21,2003,3,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr3/log20030821.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-08-22,2003,3,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr3/log20030822.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-08-23,2003,3,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr3/log20030823.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-08-24,2003,3,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr3/log20030824.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-08-25,2003,3,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr3/log20030825.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-11-08,2003,4,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr4/log20031108.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-11-09,2003,4,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr4/log20031109.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-11-10,2003,4,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr4/log20031110.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-11-11,2003,4,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr4/log20031111.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-11-12,2003,4,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr4/log20031112.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-11-13,2003,4,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr4/log20031113.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-11-14,2003,4,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr4/log20031114.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-11-15,2003,4,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr4/log20031115.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-11-16,2003,4,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr4/log20031116.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-11-17,2003,4,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr4/log20031117.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-11-18,2003,4,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr4/log20031118.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-11-19,2003,4,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr4/log20031119.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-11-20,2003,4,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr4/log20031120.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-11-21,2003,4,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr4/log20031121.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-11-22,2003,4,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr4/log20031122.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-11-23,2003,4,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr4/log20031123.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-11-24,2003,4,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr4/log20031124.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-11-25,2003,4,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr4/log20031125.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-11-26,2003,4,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr4/log20031126.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-11-27,2003,4,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr4/log20031127.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-11-28,2003,4,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr4/log20031128.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-11-29,2003,4,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr4/log20031129.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-11-30,2003,4,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr4/log20031130.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-12-01,2003,4,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr4/log20031201.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-12-02,2003,4,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr4/log20031202.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-12-03,2003,4,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr4/log20031203.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-12-23,2003,4,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr4/log20031223.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-12-24,2003,4,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr4/log20031224.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-12-25,2003,4,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr4/log20031225.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-12-26,2003,4,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr4/log20031226.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-12-27,2003,4,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr4/log20031227.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-12-28,2003,4,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr4/log20031228.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-12-29,2003,4,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr4/log20031229.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-12-30,2003,4,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr4/log20031230.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2003-12-31,2003,4,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2003/Qtr4/log20031231.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-01-01,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040101.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-01-02,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040102.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-01-03,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040103.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-01-04,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040104.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-01-05,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040105.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-01-06,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040106.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-01-07,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040107.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-01-08,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040108.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-01-09,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040109.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-01-10,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040110.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-01-11,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040111.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-01-12,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040112.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-01-13,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040113.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-01-14,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040114.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-01-15,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040115.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-01-16,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040116.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-01-17,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040117.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-01-18,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040118.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-01-19,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040119.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-01-20,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040120.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-01-21,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040121.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-02-01,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040201.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-02-02,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040202.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-02-03,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040203.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-02-04,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040204.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-02-05,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040205.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-02-06,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040206.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-02-07,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040207.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-02-08,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040208.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-02-09,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040209.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-02-10,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040210.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-02-11,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040211.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-02-12,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040212.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-02-13,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040213.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-02-14,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040214.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-02-15,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040215.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-02-16,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040216.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-02-22,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040222.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-02-23,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040223.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-02-24,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040224.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-02-25,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040225.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-02-26,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040226.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-02-27,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040227.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-02-28,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040228.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-02-29,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040229.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-03-01,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040301.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-03-02,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040302.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-03-03,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040303.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-03-04,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040304.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-03-05,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040305.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-03-06,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040306.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-03-07,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040307.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-03-08,2004,1,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr1/log20040308.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-04-10,2004,2,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr2/log20040410.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-04-11,2004,2,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr2/log20040411.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
2004-04-12,2004,2,https://www.sec.gov/dera/data/Public-EDGAR-log-file-data/2004/Qtr2/log20040412.zip,NOT_DOWNLOADED_SANDBOX_NETWORK_BLOCKED
